source;target;type;id;label;weight
1;25;Directed;1;1.0
1;35;Directed;2;1.0
1;37;Directed;3;1.0
1;44;Directed;4;1.0
1;50;Directed;5;1.0
1;52;Directed;6;1.0
1;54;Directed;7;1.0
1;57;Directed;8;1.0
1;60;Directed;9;1.0
1;62;Directed;10;1.0
1;63;Directed;11;1.0
1;84;Directed;12;1.0
1;85;Directed;13;1.0
1;87;Directed;14;1.0
1;89;Directed;15;1.0
1;90;Directed;16;1.0
1;91;Directed;17;1.0
1;92;Directed;18;1.0
1;93;Directed;19;1.0
1;94;Directed;20;1.0
1;95;Directed;21;1.0
1;96;Directed;22;1.0
1;97;Directed;23;1.0
1;98;Directed;24;1.0
1;100;Directed;25;1.0
1;101;Directed;26;1.0
1;103;Directed;27;1.0
1;104;Directed;28;1.0
1;105;Directed;29;1.0
1;129;Directed;30;1.0
1;133;Directed;31;1.0
1;137;Directed;32;1.0
1;138;Directed;33;1.0
1;143;Directed;34;1.0
1;148;Directed;35;1.0
4;2;Directed;36;1.0
4;3;Directed;37;1.0
4;5;Directed;38;1.0
4;6;Directed;39;1.0
4;7;Directed;40;1.0
4;8;Directed;41;1.0
4;10;Directed;42;1.0
4;12;Directed;43;1.0
4;13;Directed;44;1.0
4;14;Directed;45;1.0
4;15;Directed;46;1.0
4;16;Directed;47;1.0
4;17;Directed;48;1.0
4;18;Directed;49;1.0
4;19;Directed;50;1.0
4;20;Directed;51;1.0
4;21;Directed;52;1.0
4;24;Directed;53;1.0
4;25;Directed;54;1.0
4;26;Directed;55;1.0
4;27;Directed;56;1.0
4;28;Directed;57;1.0
4;29;Directed;58;1.0
4;30;Directed;59;1.0
4;31;Directed;60;1.0
4;32;Directed;61;1.0
4;33;Directed;62;1.0
4;34;Directed;63;1.0
4;35;Directed;64;1.0
4;36;Directed;65;1.0
4;37;Directed;66;1.0
4;39;Directed;67;1.0
4;40;Directed;68;1.0
4;41;Directed;69;1.0
4;42;Directed;70;1.0
4;43;Directed;71;1.0
4;44;Directed;72;1.0
4;45;Directed;73;1.0
4;47;Directed;74;1.0
4;50;Directed;75;1.0
4;51;Directed;76;1.0
4;54;Directed;77;1.0
4;55;Directed;78;1.0
4;56;Directed;79;1.0
4;57;Directed;80;1.0
4;59;Directed;81;1.0
4;63;Directed;82;1.0
4;64;Directed;83;1.0
4;65;Directed;84;1.0
4;66;Directed;85;1.0
4;69;Directed;86;1.0
4;70;Directed;87;1.0
4;71;Directed;88;1.0
4;73;Directed;89;1.0
4;76;Directed;90;1.0
4;78;Directed;91;1.0
4;79;Directed;92;1.0
4;80;Directed;93;1.0
4;81;Directed;94;1.0
4;82;Directed;95;1.0
4;84;Directed;96;1.0
4;85;Directed;97;1.0
4;87;Directed;98;1.0
